"","lr_pair","ligand","receptor"
"1707","NPS_GPR84","NPS","GPR84"
"1708","NPS_TSHR","NPS","TSHR"
"1709","TNFSF11_TNFRSF11A","TNFSF11","TNFRSF11A"
"1710","DSCAM_DCC","DSCAM","DCC"
"1711","POMC_ADCYAP1R1","POMC","ADCYAP1R1"
"1712","POMC_OPRM1","POMC","OPRM1"
"1713","POMC_MC1R","POMC","MC1R"
"1714","POMC_GPR84","POMC","GPR84"
"1715","POMC_TSHR","POMC","TSHR"
"1716","FBLN2_ITGB3","FBLN2","ITGB3"
"1717","NPY_NPY5R","NPY","NPY5R"
"1718","NXPH1_NRXN1","NXPH1","NRXN1"
"1719","NXPH1_NRXN3","NXPH1","NRXN3"
"1720","SAA1_FPR2","SAA1","FPR2"
"1721","SAA1_FPR1","SAA1","FPR1"
"1722","MDK_ITGA6","MDK","ITGA6"
"1723","TF_LDLR","TF","LDLR"
"1724","TF_TFR2","TF","TFR2"
"1725","TF_HFE","TF","HFE"
"1726","ARTN_GFRA2","ARTN","GFRA2"
"1727","GCG_ADCYAP1R1","GCG","ADCYAP1R1"
"1728","GCG_GPR84","GCG","GPR84"
"1729","GCG_TSHR","GCG","TSHR"
"1730","ADIPOQ_GPR42","ADIPOQ","GPR42"
"1731","PTPN6_CD300LF","PTPN6","CD300LF"
"1732","APLN_APLNR","APLN","APLNR"
"1733","NLGN1_NRXN3","NLGN1","NRXN3"
"1734","CLEC2A_KLRF2","CLEC2A","KLRF2"
"1735","C4A_C5AR2","C4A","C5AR2"
"1736","NTF3_NTRK1","NTF3","NTRK1"
"1737","RLN3_ADCYAP1R1","RLN3","ADCYAP1R1"
"1738","RLN3_TSHR","RLN3","TSHR"
"1739","RLN3_GPR84","RLN3","GPR84"
"1740","RLN3_RXFP1","RLN3","RXFP1"
"1741","TNF_FFAR2","TNF","FFAR2"
"1742","CCN1_ITGAM","CCN1","ITGAM"
"1743","CCN1_ITGB3","CCN1","ITGB3"
"1744","HLA-B_CD3G","HLA-B","CD3G"
"1745","FGF16_FGFR2","FGF16","FGFR2"
"1746","LAMA2_ITGA7","LAMA2","ITGA7"
"1747","CCL24_CCR3","CCL24","CCR3"
"1748","CCL24_ACKR2","CCL24","ACKR2"
"1749","HRAS_AGTR1","HRAS","AGTR1"
"1750","GDNF_GFRA2","GDNF","GFRA2"
"1751","HLA-G_KLRC1","HLA-G","KLRC1"
"1752","EFNA4_EPHA5","EFNA4","EPHA5"
"1753","ICAM2_ITGAM","ICAM2","ITGAM"
"1754","FSHB_ADCYAP1R1","FSHB","ADCYAP1R1"
"1755","FSHB_TSHR","FSHB","TSHR"
"1756","FSHB_GPR84","FSHB","GPR84"
"1757","RARRES2_GPR1","RARRES2","GPR1"
"1758","LRPAP1_LDLR","LRPAP1","LDLR"
"1759","C1QTNF5_MFRP","C1QTNF5","MFRP"
"1760","HSPA8_LDLR","HSPA8","LDLR"
"1761","CALCB_ADCYAP1R1","CALCB","ADCYAP1R1"
"1762","CALCB_TSHR","CALCB","TSHR"
"1763","CALCB_GPR84","CALCB","GPR84"
"1764","ADM_ADCYAP1R1","ADM","ADCYAP1R1"
"1765","ADM_TSHR","ADM","TSHR"
"1766","ADM_GPR84","ADM","GPR84"
"1767","PTHLH_ADCYAP1R1","PTHLH","ADCYAP1R1"
"1768","PTHLH_GPR84","PTHLH","GPR84"
"1769","ADCYAP1_ADCYAP1R1","ADCYAP1","ADCYAP1R1"
"1770","CGA_ADCYAP1R1","CGA","ADCYAP1R1"
"1771","S100A10_CFTR","S100A10","CFTR"
"1772","SHANK2_CFTR","SHANK2","CFTR"
"1773","HSP90AA1_CFTR","HSP90AA1","CFTR"
"1774","PLAU_ITGA3","PLAU","ITGA3"
"1775","LAMA3_ITGA3","LAMA3","ITGA3"
"1776","LAMA4_ITGA3","LAMA4","ITGA3"
"1777","LAMA2_ITGA3","LAMA2","ITGA3"
"1778","LAMA1_ITGA3","LAMA1","ITGA3"
"1779","LGALS8_ITGA3","LGALS8","ITGA3"
"1780","NID1_ITGA3","NID1","ITGA3"
"1781","LAMC3_ITGA3","LAMC3","ITGA3"
"1782","THBS1_ITGA3","THBS1","ITGA3"
"1783","CALR_ITGA3","CALR","ITGA3"
"1784","TIMP2_ITGA3","TIMP2","ITGA3"
"1785","RELN_ITGA3","RELN","ITGA3"
"1786","LAMB2_ITGA3","LAMB2","ITGA3"
"1787","COL4A3_ITGA3","COL4A3","ITGA3"
"1788","LAMA5_ITGA3","LAMA5","ITGA3"
"1789","ADAM9_ITGA3","ADAM9","ITGA3"
"1790","LAMC1_ITGA3","LAMC1","ITGA3"
"1791","LAMB3_ITGA3","LAMB3","ITGA3"
"1792","COL18A1_ITGA3","COL18A1","ITGA3"
"1793","VTN_ITGA3","VTN","ITGA3"
"1794","LAMB1_ITGA3","LAMB1","ITGA3"
"1795","LAMC2_ITGA3","LAMC2","ITGA3"
"1796","FN1_ITGA3","FN1","ITGA3"
"1797","S100A4_PGLYRP1","S100A4","PGLYRP1"
"1798","MIF_CD74","MIF","CD74"
"1799","APP_CD74","APP","CD74"
"1800","HLA-G_CD4","HLA-G","CD4"
"1801","CXCL12_CD4","CXCL12","CD4"
"1802","SLPI_CD4","SLPI","CD4"
"1803","PIP_CD4","PIP","CD4"
"1804","IL16_CD4","IL16","CD4"
"1805","CPAMD8_SCTR","CPAMD8","SCTR"
"1806","ADCYAP1_SCTR","ADCYAP1","SCTR"
"1807","VIP_SCTR","VIP","SCTR"
"1808","SCT_SCTR","SCT","SCTR"
"1809","CALM1_SCTR","CALM1","SCTR"
"1810","RTN4_RTN4R","RTN4","RTN4R"
"1811","OMG_RTN4R","OMG","RTN4R"
"1812","TNFSF13_TNFRSF17","TNFSF13","TNFRSF17"
"1813","TNFSF13B_TNFRSF17","TNFSF13B","TNFRSF17"
"1814","CD70_TNFRSF17","CD70","TNFRSF17"
"1815","ST6GAL1_CD22","ST6GAL1","CD22"
"1816","HP_CD22","HP","CD22"
"1817","CALM2_KCNQ1","CALM2","KCNQ1"
"1818","CALML3_KCNQ1","CALML3","KCNQ1"
"1819","CALM1_KCNQ1","CALM1","KCNQ1"
"1820","CALM3_KCNQ1","CALM3","KCNQ1"
"1821","FASLG_TNFRSF1A","FASLG","TNFRSF1A"
"1822","LTA_TNFRSF1A","LTA","TNFRSF1A"
"1823","TNF_TNFRSF1A","TNF","TNFRSF1A"
"1824","TNFSF13_TNFRSF1A","TNFSF13","TNFRSF1A"
"1825","LTB_TNFRSF1A","LTB","TNFRSF1A"
"1826","EFNA3_EPHA8","EFNA3","EPHA8"
"1827","EFNA1_EPHA8","EFNA1","EPHA8"
"1828","EFNA2_EPHA8","EFNA2","EPHA8"
"1829","EFNA5_EPHA8","EFNA5","EPHA8"
"1830","EFNA4_EPHA8","EFNA4","EPHA8"
"1831","IL2_NGFR","IL2","NGFR"
"1832","RTN4_NGFR","RTN4","NGFR"
"1833","NTF4_NGFR","NTF4","NGFR"
"1834","NTF3_NGFR","NTF3","NGFR"
"1835","OMG_NGFR","OMG","NGFR"
"1836","APP_NGFR","APP","NGFR"
"1837","BDNF_NGFR","BDNF","NGFR"
"1838","NGF_NGFR","NGF","NGFR"
"1839","NTS_NGFR","NTS","NGFR"
"1840","BDNF_DRD4","BDNF","DRD4"
"1841","PYY_FAP","PYY","FAP"
"1842","NPY_FAP","NPY","FAP"
"1843","CD99_PILRA","CD99","PILRA"
"1844","LAMA3_ITGB4","LAMA3","ITGB4"
"1845","LAMA2_ITGB4","LAMA2","ITGB4"
"1846","LAMC3_ITGB4","LAMC3","ITGB4"
"1847","LAMB2_ITGB4","LAMB2","ITGB4"
"1848","LAMA5_ITGB4","LAMA5","ITGB4"
"1849","LAMC1_ITGB4","LAMC1","ITGB4"
"1850","LAMA1_ITGB4","LAMA1","ITGB4"
"1851","LAMB3_ITGB4","LAMB3","ITGB4"
"1852","LAMB1_ITGB4","LAMB1","ITGB4"
"1853","LAMC2_ITGB4","LAMC2","ITGB4"
"1854","TGFB1_TGFBR3","TGFB1","TGFBR3"
"1855","FGF1_TGFBR3","FGF1","TGFBR3"
"1856","TGFB3_TGFBR3","TGFB3","TGFBR3"
"1857","INHA_TGFBR3","INHA","TGFBR3"
"1858","TGFB2_TGFBR3","TGFB2","TGFBR3"
"1859","INHBA_TGFBR3","INHBA","TGFBR3"
"1860","IL2_IL2RB","IL2","IL2RB"
"1861","IL15_IL2RB","IL15","IL2RB"
"1862","KNG1_BDKRB1","KNG1","BDKRB1"
"1863","PROC_PROCR","PROC","PROCR"
"1864","PF4_PROCR","PF4","PROCR"
"1865","PROK2_PROKR2","PROK2","PROKR2"
"1866","PROK1_PROKR2","PROK1","PROKR2"
"1867","FAM3C_GLRA2","FAM3C","GLRA2"
"1868","IL16_KCND1","IL16","KCND1"
"1869","GHRL_MLNR","GHRL","MLNR"
"1870","MLN_MLNR","MLN","MLNR"
"1871","TNFSF10_TNFRSF10A","TNFSF10","TNFRSF10A"
"1872","COL2A1_TNFRSF10A","COL2A1","TNFRSF10A"
"1873","RIMS1_SLC17A7","RIMS1","SLC17A7"
"1874","APP_APLP1","APP","APLP1"
"1875","BTLA_CD79A","BTLA","CD79A"
"1876","CXCL8_CD79A","CXCL8","CD79A"
"1877","FN1_CD79A","FN1","CD79A"
"1878","KLK3_EPOR","KLK3","EPOR"
"1879","KITLG_EPOR","KITLG","EPOR"
"1880","EPO_EPOR","EPO","EPOR"
"1881","LAMA1_ITGB8","LAMA1","ITGB8"
"1882","VTN_ITGB8","VTN","ITGB8"
"1883","COL4A1_ITGB8","COL4A1","ITGB8"
"1884","FN1_ITGB8","FN1","ITGB8"
"1885","APP_TSPAN12","APP","TSPAN12"
"1886","ADAM10_TSPAN12","ADAM10","TSPAN12"
"1887","PLG_PLGRKT","PLG","PLGRKT"
"1888","C1QB_C1QBP","C1QB","C1QBP"
"1889","GNRH2_GNRHR","GNRH2","GNRHR"
"1890","GNRH1_GNRHR","GNRH1","GNRHR"
"1891","HBEGF_CD82","HBEGF","CD82"
"1892","IL22_IL10RA","IL22","IL10RA"
"1893","IL10_IL10RA","IL10","IL10RA"
"1894","S100A8_CD69","S100A8","CD69"
"1895","TNFSF14_LTBR","TNFSF14","LTBR"
"1896","LTA_LTBR","LTA","LTBR"
"1897","LTB_LTBR","LTB","LTBR"
"1898","WNT7B_FZD10","WNT7B","FZD10"
"1899","WNT7A_FZD10","WNT7A","FZD10"
"1900","CLEC2D_KLRB1","CLEC2D","KLRB1"
"1901","IL33_IL1RL1","IL33","IL1RL1"
"1902","KISS1_KISS1R","KISS1","KISS1R"
"1903","PDYN_OPRD1","PDYN","OPRD1"
"1904","GNAI2_OPRD1","GNAI2","OPRD1"
"1905","POMC_OPRD1","POMC","OPRD1"
"1906","CXCL13_OPRD1","CXCL13","OPRD1"
"1907","PENK_OPRD1","PENK","OPRD1"
"1908","CALM2_SELL","CALM2","SELL"
"1909","PODXL2_SELL","PODXL2","SELL"
"1910","VCAN_SELL","VCAN","SELL"
"1911","CD34_SELL","CD34","SELL"
"1912","MUC7_SELL","MUC7","SELL"
"1913","CALM1_SELL","CALM1","SELL"
"1914","PODXL_SELL","PODXL","SELL"
"1915","CALM3_SELL","CALM3","SELL"
"1916","CFH_SELL","CFH","SELL"
"1917","NPY_PRLHR","NPY","PRLHR"
"1918","HLA-E_KLRK1","HLA-E","KLRK1"
"1919","MICB_KLRK1","MICB","KLRK1"
"1920","MICA_KLRK1","MICA","KLRK1"
"1921","RAET1L_KLRK1","RAET1L","KLRK1"
"1922","ULBP2_KLRK1","ULBP2","KLRK1"
"1923","ULBP3_KLRK1","ULBP3","KLRK1"
"1924","RAET1E_KLRK1","RAET1E","KLRK1"
"1925","RAET1G_KLRK1","RAET1G","KLRK1"
"1926","GHRL_GHSR","GHRL","GHSR"
"1927","CORT_GHSR","CORT","GHSR"
"1928","INHBC_ACVR2A","INHBC","ACVR2A"
"1929","GDF9_ACVR2A","GDF9","ACVR2A"
"1930","BMP7_ACVR2A","BMP7","ACVR2A"
"1931","CFC1_ACVR2A","CFC1","ACVR2A"
"1932","NODAL_ACVR2A","NODAL","ACVR2A"
"1933","BMP15_ACVR2A","BMP15","ACVR2A"
"1934","BMP10_ACVR2A","BMP10","ACVR2A"
"1935","GDF7_ACVR2A","GDF7","ACVR2A"
"1936","LEFTY1_ACVR2A","LEFTY1","ACVR2A"
"1937","INHA_ACVR2A","INHA","ACVR2A"
"1938","INHBA_ACVR2A","INHBA","ACVR2A"
"1939","GDF1_ACVR2A","GDF1","ACVR2A"
"1940","INHBB_ACVR2A","INHBB","ACVR2A"
"1941","INHBE_ACVR2A","INHBE","ACVR2A"
"1942","LEFTY2_ACVR2A","LEFTY2","ACVR2A"
"1943","GDF2_ACVR2A","GDF2","ACVR2A"
"1944","TDGF1_ACVR2A","TDGF1","ACVR2A"
"1945","BMP2_ACVR2A","BMP2","ACVR2A"
"1946","BMP6_ACVR2A","BMP6","ACVR2A"
"1947","GDF11_ACVR2A","GDF11","ACVR2A"
"1948","GDF5_ACVR2A","GDF5","ACVR2A"
"1949","FLT3LG_FLT3","FLT3LG","FLT3"
"1950","ADCYAP1_RAMP3","ADCYAP1","RAMP3"
"1951","GHRH_RAMP3","GHRH","RAMP3"
"1952","CALCA_RAMP3","CALCA","RAMP3"
"1953","ADM_RAMP3","ADM","RAMP3"
"1954","CGA_RAMP3","CGA","RAMP3"
"1955","GCG_RAMP3","GCG","RAMP3"
"1956","TSHB_RAMP3","TSHB","RAMP3"
"1957","PTH2_RAMP3","PTH2","RAMP3"
"1958","AVP_RAMP3","AVP","RAMP3"
"1959","VIP_RAMP3","VIP","RAMP3"
"1960","PTH_RAMP3","PTH","RAMP3"
"1961","ADM2_RAMP3","ADM2","RAMP3"
"1962","PTHLH_RAMP3","PTHLH","RAMP3"
"1963","NPS_RAMP3","NPS","RAMP3"
"1964","FSHB_RAMP3","FSHB","RAMP3"
"1965","POMC_RAMP3","POMC","RAMP3"
"1966","RLN2_RAMP3","RLN2","RAMP3"
"1967","CALCB_RAMP3","CALCB","RAMP3"
"1968","RLN3_RAMP3","RLN3","RAMP3"
"1969","GIP_RAMP3","GIP","RAMP3"
"1970","CRH_RAMP3","CRH","RAMP3"
"1971","INSL3_RAMP3","INSL3","RAMP3"
"1972","CD55_ADGRE5","CD55","ADGRE5"
"1973","CALM2_PDE1B","CALM2","PDE1B"
"1974","CALM1_PDE1B","CALM1","PDE1B"
"1975","CALM3_PDE1B","CALM3","PDE1B"
"1976","APOA2_LRP1","APOA2","LRP1"
"1977","AGRN_LRP1","AGRN","LRP1"
"1978","GPC3_LRP1","GPC3","LRP1"
"1979","PDGFB_LRP1","PDGFB","LRP1"
"1980","A2M_LRP1","A2M","LRP1"
"1981","APOC2_LRP1","APOC2","LRP1"
"1982","SERPINA1_LRP1","SERPINA1","LRP1"
"1983","SERPINE2_LRP1","SERPINE2","LRP1"
"1984","HSPG2_LRP1","HSPG2","LRP1"
"1985","MMP13_LRP1","MMP13","LRP1"
"1986","APOE_LRP1","APOE","LRP1"
"1987","PCSK9_LRP1","PCSK9","LRP1"
"1988","MMP9_LRP1","MMP9","LRP1"
"1989","HSP90B1_LRP1","HSP90B1","LRP1"
"1990","MDK_LRP1","MDK","LRP1"
"1991","PLAU_LRP1","PLAU","LRP1"
"1992","LRPAP1_LRP1","LRPAP1","LRP1"
"1993","C3_LRP1","C3","LRP1"
"1994","FCN2_LRP1","FCN2","LRP1"
"1995","THBS1_LRP1","THBS1","LRP1"
"1996","HSP90AA1_LRP1","HSP90AA1","LRP1"
"1997","APOA4_LRP1","APOA4","LRP1"
"1998","CALR_LRP1","CALR","LRP1"
"1999","C1QB_LRP1","C1QB","LRP1"
"2000","C4BPA_LRP1","C4BPA","LRP1"
"2001","VWF_LRP1","VWF","LRP1"
"2002","F8_LRP1","F8","LRP1"
"2003","CCN2_LRP1","CCN2","LRP1"
"2004","HPX_LRP1","HPX","LRP1"
"2005","APP_LRP1","APP","LRP1"
"2006","LPL_LRP1","LPL","LRP1"
"2007","LIPC_LRP1","LIPC","LRP1"
"2008","PF4_LRP1","PF4","LRP1"
"2009","PSAP_LRP1","PSAP","LRP1"
"2010","WNT3A_LRP1","WNT3A","LRP1"
"2011","NODAL_ACVR1C","NODAL","ACVR1C"
"2012","INHBB_ACVR1C","INHBB","ACVR1C"
"2013","TDGF1_ACVR1C","TDGF1","ACVR1C"
"2014","POMC_MC3R","POMC","MC3R"
"2015","ASIP_MC3R","ASIP","MC3R"
"2016","AGRP_MC3R","AGRP","MC3R"
"2017","IL9_IL9R","IL9","IL9R"
"2018","APP_PTGER2","APP","PTGER2"
"2019","F12_CD93","F12","CD93"
"2020","COL4A3_CD93","COL4A3","CD93"
"2021","COL4A6_CD93","COL4A6","CD93"
"2022","COL4A5_CD93","COL4A5","CD93"
"2023","KNG1_CD93","KNG1","CD93"
"2024","SFTPA2_CD93","SFTPA2","CD93"
"2025","COL4A2_CD93","COL4A2","CD93"
"2026","COL4A4_CD93","COL4A4","CD93"
"2027","MBL2_CD93","MBL2","CD93"
"2028","COL1A2_CD93","COL1A2","CD93"
"2029","COL4A1_CD93","COL4A1","CD93"
"2030","C1QA_CD93","C1QA","CD93"
"2031","GNAI2_S1PR4","GNAI2","S1PR4"
"2032","KISS1_MMP24","KISS1","MMP24"
"2033","IGFL2_IGFLR1","IGFL2","IGFLR1"
"2034","IGFL1_IGFLR1","IGFL1","IGFLR1"
"2035","IGFL3_IGFLR1","IGFL3","IGFLR1"
"2036","CCL21_CCR7","CCL21","CCR7"
"2037","CCL19_CCR7","CCL19","CCR7"
"2038","HLA-B_CANX","HLA-B","CANX"
"2039","TNFSF4_TRAF2","TNFSF4","TRAF2"
"2040","TNF_TRAF2","TNF","TRAF2"
"2041","FADD_TRAF2","FADD","TRAF2"
"2042","GSTP1_TRAF2","GSTP1","TRAF2"
"2043","F2_F2RL3","F2","F2RL3"
"2044","PMCH_MCHR1","PMCH","MCHR1"
"2045","GAL_GALR3","GAL","GALR3"
"2046","GALP_GALR3","GALP","GALR3"
"2047","NTNG2_LRRC4","NTNG2","LRRC4"
"2048","WNT4_SMO","WNT4","SMO"
"2049","BMP2_SMO","BMP2","SMO"
"2050","SHH_SMO","SHH","SMO"
"2051","CCL5_ACKR4","CCL5","ACKR4"
"2052","CCL11_ACKR4","CCL11","ACKR4"
"2053","CCL21_ACKR4","CCL21","ACKR4"
"2054","CCL25_ACKR4","CCL25","ACKR4"
"2055","CCL7_ACKR4","CCL7","ACKR4"
"2056","CXCL13_ACKR4","CXCL13","ACKR4"
"2057","CCL19_ACKR4","CCL19","ACKR4"
"2058","CCL8_ACKR4","CCL8","ACKR4"
"2059","S100A9_CD68","S100A9","CD68"
"2060","S100A8_CD68","S100A8","CD68"
"2061","PDGFB_ART1","PDGFB","ART1"
"2062","HLA-A_LILRA1","HLA-A","LILRA1"
"2063","HLA-C_LILRA1","HLA-C","LILRA1"
"2064","HLA-B_LILRA1","HLA-B","LILRA1"
"2065","AFDN_NECTIN2","AFDN","NECTIN2"
"2066","AGT_MAS1","AGT","MAS1"
"2067","ADCYAP1_RAMP2","ADCYAP1","RAMP2"
"2068","GHRH_RAMP2","GHRH","RAMP2"
"2069","CALCA_RAMP2","CALCA","RAMP2"
"2070","ADM_RAMP2","ADM","RAMP2"
"2071","CGA_RAMP2","CGA","RAMP2"
"2072","GCG_RAMP2","GCG","RAMP2"
"2073","TSHB_RAMP2","TSHB","RAMP2"
"2074","PTH2_RAMP2","PTH2","RAMP2"
"2075","AVP_RAMP2","AVP","RAMP2"
"2076","VIP_RAMP2","VIP","RAMP2"
"2077","PTH_RAMP2","PTH","RAMP2"
"2078","ADM2_RAMP2","ADM2","RAMP2"
"2079","PTHLH_RAMP2","PTHLH","RAMP2"
"2080","NPS_RAMP2","NPS","RAMP2"
"2081","FSHB_RAMP2","FSHB","RAMP2"
"2082","POMC_RAMP2","POMC","RAMP2"
"2083","RLN2_RAMP2","RLN2","RAMP2"
"2084","CALCB_RAMP2","CALCB","RAMP2"
"2085","RLN3_RAMP2","RLN3","RAMP2"
"2086","GIP_RAMP2","GIP","RAMP2"
"2087","CRH_RAMP2","CRH","RAMP2"
"2088","INSL3_RAMP2","INSL3","RAMP2"
"2089","CALCA_RAMP1","CALCA","RAMP1"
"2090","ADM_RAMP1","ADM","RAMP1"
"2091","VIP_RAMP1","VIP","RAMP1"
"2092","ADM2_RAMP1","ADM2","RAMP1"
"2093","CALCB_RAMP1","CALCB","RAMP1"
"2094","GUCA2B_GUCY2D","GUCA2B","GUCY2D"
"2095","CLEC3A_CLEC10A","CLEC3A","CLEC10A"
"2096","SST_SSTR4","SST","SSTR4"
"2097","CORT_SSTR4","CORT","SSTR4"
"2098","NMS_NMUR2","NMS","NMUR2"
"2099","NMU_NMUR2","NMU","NMUR2"
"2100","ARF1_CHRM3","ARF1","CHRM3"
"2101","VEGFC_LYVE1","VEGFC","LYVE1"
"2102","PCSK9_SORT1","PCSK9","SORT1"
"2103","NGF_SORT1","NGF","SORT1"
"2104","LRPAP1_SORT1","LRPAP1","SORT1"
"2105","BDNF_SORT1","BDNF","SORT1"
"2106","PSAP_SORT1","PSAP","SORT1"
"2107","DLK1_NOTCH2","DLK1","NOTCH2"
"2108","DLL1_NOTCH2","DLL1","NOTCH2"
"2109","MFNG_NOTCH2","MFNG","NOTCH2"
"2110","PSEN1_NOTCH2","PSEN1","NOTCH2"
"2111","ADAM10_NOTCH2","ADAM10","NOTCH2"
"2112","APP_NOTCH2","APP","NOTCH2"
"2113","JAG2_NOTCH2","JAG2","NOTCH2"
"2114","NGF_KIDINS220","NGF","KIDINS220"
"2115","HDC_HRH4","HDC","HRH4"
"2116","CCL16_HRH4","CCL16","HRH4"
"2117","GNAI2_MTNR1B","GNAI2","MTNR1B"
"2118","DSC3_DSG3","DSC3","DSG3"
"2119","DSC1_DSG3","DSC1","DSG3"
"2120","DSC3_DSG1","DSC3","DSG1"
"2121","DSC2_DSG1","DSC2","DSG1"
"2122","DSC1_DSG1","DSC1","DSG1"
"2123","PDGFC_PDGFRA","PDGFC","PDGFRA"
"2124","PDGFB_PDGFRA","PDGFB","PDGFRA"
"2125","PDGFD_PDGFRA","PDGFD","PDGFRA"
"2126","PDGFA_PDGFRA","PDGFA","PDGFRA"
"2127","FGF19_KLB","FGF19","KLB"
"2128","FGF21_KLB","FGF21","KLB"
"2129","LAMA1_NT5E","LAMA1","NT5E"
"2130","FN1_NT5E","FN1","NT5E"
"2131","CALM1_MIP","CALM1","MIP"
"2132","NMB_NMBR","NMB","NMBR"
"2133","EDA_EDAR","EDA","EDAR"
"2134","SEMA7A_PLXNC1","SEMA7A","PLXNC1"
"2135","LTA_RIPK1","LTA","RIPK1"
"2136","TNF_RIPK1","TNF","RIPK1"
"2137","CD14_RIPK1","CD14","RIPK1"
"2138","CALR_HLA-F","CALR","HLA-F"
"2139","B2M_HLA-F","B2M","HLA-F"
"2140","HMGB1_TLR2","HMGB1","TLR2"
"2141","CCN1_TLR2","CCN1","TLR2"
"2142","HSP90B1_TLR2","HSP90B1","TLR2"
"2143","BGN_TLR2","BGN","TLR2"
"2144","SAA1_TLR2","SAA1","TLR2"
"2145","VCAN_TLR2","VCAN","TLR2"
"2146","ZG16B_TLR2","ZG16B","TLR2"
"2147","HRAS_TLR2","HRAS","TLR2"
"2148","SFTPA1_TLR2","SFTPA1","TLR2"
"2149","RNASE2_TLR2","RNASE2","TLR2"
"2150","CCN6_SORL1","CCN6","SORL1"
"2151","MDK_SORL1","MDK","SORL1"
"2152","LRPAP1_SORL1","LRPAP1","SORL1"
"2153","APP_SORL1","APP","SORL1"
"2154","L1CAM_ITGAV","L1CAM","ITGAV"
"2155","TNC_ITGAV","TNC","ITGAV"
"2156","PLAU_ITGAV","PLAU","ITGAV"
"2157","EDIL3_ITGAV","EDIL3","ITGAV"
"2158","COL4A6_ITGAV","COL4A6","ITGAV"
"2159","COL4A5_ITGAV","COL4A5","ITGAV"
"2160","SPP1_ITGAV","SPP1","ITGAV"
"2161","NID1_ITGAV","NID1","ITGAV"
"2162","PDGFB_ITGAV","PDGFB","ITGAV"
"2163","ICAM4_ITGAV","ICAM4","ITGAV"
"2164","COL4A4_ITGAV","COL4A4","ITGAV"
"2165","CALR_ITGAV","CALR","ITGAV"
"2166","CCN1_ITGAV","CCN1","ITGAV"
"2167","FGG_ITGAV","FGG","ITGAV"
"2168","FGA_ITGAV","FGA","ITGAV"
"2169","COL4A3_ITGAV","COL4A3","ITGAV"
"2170","MFGE8_ITGAV","MFGE8","ITGAV"
"2171","FGB_ITGAV","FGB","ITGAV"
"2172","FBN1_ITGAV","FBN1","ITGAV"
"2173","AZGP1_ITGAV","AZGP1","ITGAV"
"2174","ADAM9_ITGAV","ADAM9","ITGAV"
"2175","VEGFA_ITGAV","VEGFA","ITGAV"
"2176","ADAM15_ITGAV","ADAM15","ITGAV"
"2177","COL1A2_ITGAV","COL1A2","ITGAV"
"2178","ANGPTL3_ITGAV","ANGPTL3","ITGAV"
"2179","COL4A1_ITGAV","COL4A1","ITGAV"
"2180","FN1_ITGAV","FN1","ITGAV"
"2181","CP_SLC40A1","CP","SLC40A1"
"2182","GUCA2B_GUCY2C","GUCA2B","GUCY2C"
"2183","GUCA2A_GUCY2C","GUCA2A","GUCY2C"
"2184","SOSTDC1_LRP6","SOSTDC1","LRP6"
"2185","IGFBP4_LRP6","IGFBP4","LRP6"
"2186","RSPO1_LRP6","RSPO1","LRP6"
"2187","PTH_LRP6","PTH","LRP6"
"2188","WNT1_LRP6","WNT1","LRP6"
"2189","RSPO3_LRP6","RSPO3","LRP6"
"2190","WNT2_LRP6","WNT2","LRP6"
"2191","WNT9B_LRP6","WNT9B","LRP6"
"2192","CCN2_LRP6","CCN2","LRP6"
"2193","SOST_LRP6","SOST","LRP6"
"2194","APP_LRP6","APP","LRP6"
"2195","CKLF_LRP6","CKLF","LRP6"
"2196","WNT5A_LRP6","WNT5A","LRP6"
"2197","DKK1_LRP6","DKK1","LRP6"
"2198","WNT7A_LRP6","WNT7A","LRP6"
"2199","DKK2_LRP6","DKK2","LRP6"
"2200","WNT3A_LRP6","WNT3A","LRP6"
"2201","DSC3_DSG2","DSC3","DSG2"
"2202","DSC2_DSG2","DSC2","DSG2"
"2203","TNFSF13B_TNFRSF13B","TNFSF13B","TNFRSF13B"
"2204","TNFSF13_TNFRSF13B","TNFSF13","TNFRSF13B"
"2205","SAA1_SCARB1","SAA1","SCARB1"
"2206","PDGFC_PDGFRB","PDGFC","PDGFRB"
"2207","PDGFB_PDGFRB","PDGFB","PDGFRB"
"2208","PDGFD_PDGFRB","PDGFD","PDGFRB"
"2209","MFGE8_PDGFRB","MFGE8","PDGFRB"
"2210","PDGFA_PDGFRB","PDGFA","PDGFRB"
"2211","PDGFC_FLT4","PDGFC","FLT4"
"2212","VEGFC_FLT4","VEGFC","FLT4"
"2213","TNF_FLT4","TNF","FLT4"
"2214","VEGFD_FLT4","VEGFD","FLT4"
"2215","COL1A2_FLT4","COL1A2","FLT4"
"2216","FN1_FLT4","FN1","FLT4"
"2217","ADCYAP1_VIPR2","ADCYAP1","VIPR2"
"2218","VIP_VIPR2","VIP","VIPR2"
"2219","LGALS3BP_CD33","LGALS3BP","CD33"
"2220","IL12A_IL12RB2","IL12A","IL12RB2"
"2221","ASIP_MGRN1","ASIP","MGRN1"
"2222","F2_ITGA2B","F2","ITGA2B"
"2223","ICAM4_ITGA2B","ICAM4","ITGA2B"
"2224","CALR_ITGA2B","CALR","ITGA2B"
"2225","FGG_ITGA2B","FGG","ITGA2B"
"2226","FGA_ITGA2B","FGA","ITGA2B"
