"","lr_pair","ligand","receptor"
"1033","Nlgn1_Nrxn3","Nlgn1","Nrxn3"
"1034","Nlgn1_Nrxn2","Nlgn1","Nrxn2"
"1035","Osm_Lifr","Osm","Lifr"
"1036","Osm_Il6st","Osm","Il6st"
"1037","Osm_Il11ra1","Osm","Il11ra1"
"1038","Cxcl2_Cxcr2","Cxcl2","Cxcr2"
"1039","Jag2_Notch2","Jag2","Notch2"
"1040","Jag2_Notch3","Jag2","Notch3"
"1041","Pdgfa_Pdgfra","Pdgfa","Pdgfra"
"1042","Itgb1bp1_Itgb1","Itgb1bp1","Itgb1"
"1043","Efna5_Ephb2","Efna5","Ephb2"
"1044","Gnb5_Kcnj6","Gnb5","Kcnj6"
"1045","Sftpd_Sirpa","Sftpd","Sirpa"
"1046","Gng8_Kcnj6","Gng8","Kcnj6"
"1047","Pth_Ramp1","Pth","Ramp1"
"1048","Gnas_Ptgdr","Gnas","Ptgdr"
"1049","Gnas_Htr6","Gnas","Htr6"
"1050","Sema3f_Nrp2","Sema3f","Nrp2"
"1051","Prl7b1_Prlr","Prl7b1","Prlr"
"1052","Prl3d2_Prlr","Prl3d2","Prlr"
"1053","Prl3d1_Prlr","Prl3d1","Prlr"
"1054","Adam9_Itgb1","Adam9","Itgb1"
"1055","Hmgb1_Thbd","Hmgb1","Thbd"
"1056","Lefty2_Acvr2b","Lefty2","Acvr2b"
"1057","Tnfsf18_Tnfrsf18","Tnfsf18","Tnfrsf18"
"1058","Icam1_Itgal","Icam1","Itgal"
"1059","Icam1_Ahr","Icam1","Ahr"
"1060","Col4a4_Itgb1","Col4a4","Itgb1"
"1061","Col4a4_Cd93","Col4a4","Cd93"
"1062","Col3a1_Itgb1","Col3a1","Itgb1"
"1063","Col3a1_Mag","Col3a1","Mag"
"1064","Col3a1_Ddr2","Col3a1","Ddr2"
"1065","Gng5_Kcnj6","Gng5","Kcnj6"
"1066","Sema3g_Plxna4","Sema3g","Plxna4"
"1067","Sema3g_Nrp2","Sema3g","Nrp2"
"1068","Prl6a1_Prlr","Prl6a1","Prlr"
"1069","Lama3_Itgb4","Lama3","Itgb4"
"1070","Lama2_Itgb4","Lama2","Itgb4"
"1071","Lama2_Itga7","Lama2","Itga7"
"1072","Ccl26_Ccr2","Ccl26","Ccr2"
"1073","Il11_Il6st","Il11","Il6st"
"1074","Il11_Il11ra1","Il11","Il11ra1"
"1075","Ccl21a_Ccr7","Ccl21a","Ccr7"
"1076","Fgf14_Fgfr2","Fgf14","Fgfr2"
"1077","Prl7a1_Prlr","Prl7a1","Prlr"
"1078","Gng3_Kcnj6","Gng3","Kcnj6"
"1079","Il22_Il22ra1","Il22","Il22ra1"
"1080","Ccl21d_Ccr7","Ccl21d","Ccr7"
"1081","Gng7_Kcnj6","Gng7","Kcnj6"
"1082","Prl2c3_Prlr","Prl2c3","Prlr"
"1083","Fyn_Thy1","Fyn","Thy1"
"1084","Fgf12_Fgfr2","Fgf12","Fgfr2"
"1085","Selplg_Cxcr2","Selplg","Cxcr2"
"1086","Selplg_Selp","Selplg","Selp"
"1087","Psen1_Ephb2","Psen1","Ephb2"
"1088","Psen1_Erbb4","Psen1","Erbb4"
"1089","Sema6d_Plxna4","Sema6d","Plxna4"
"1090","Sema6d_Plxna1","Sema6d","Plxna1"
"1091","Sema6d_Kdr","Sema6d","Kdr"
"1092","Pla2g5_Pla2r1","Pla2g5","Pla2r1"
"1093","Sema3b_Nrp2","Sema3b","Nrp2"
"1094","Sema3b_Plxna1","Sema3b","Plxna1"
"1095","Fgf11_Fgfr2","Fgf11","Fgfr2"
"1096","Gcg_Glp1r","Gcg","Glp1r"
"1097","Btla_Tnfrsf14","Btla","Tnfrsf14"
"1098","Rtn4_Rtn4rl2","Rtn4","Rtn4rl2"
"1099","Nxph2_Nrxn1","Nxph2","Nrxn1"
"1100","Prl2b1_Prlr","Prl2b1","Prlr"
"1101","Fgf3_Fgfr2","Fgf3","Fgfr2"
"1102","Cd160_Tnfrsf14","Cd160","Tnfrsf14"
"1103","Sema6c_Plxna1","Sema6c","Plxna1"
"1104","Lgals9_Clec7a","Lgals9","Clec7a"
"1105","Apoc1_Vldlr","Apoc1","Vldlr"
"1106","Ntn1_Robo3","Ntn1","Robo3"
"1107","Ntn1_Dcc","Ntn1","Dcc"
"1108","Ntn1_Unc5d","Ntn1","Unc5d"
"1109","Wnt7b_Fzd10","Wnt7b","Fzd10"
"1110","Wnt7b_Fzd3","Wnt7b","Fzd3"
"1111","Wnt7b_Fzd7","Wnt7b","Fzd7"
"1112","Vcan_Selp","Vcan","Selp"
"1113","Calm1_Kcnn4","Calm1","Kcnn4"
"1114","Calm1_Cacna1c","Calm1","Cacna1c"
"1115","Calm1_Grm4","Calm1","Grm4"
"1116","Prl8a8_Prlr","Prl8a8","Prlr"
"1117","Prl8a6_Prlr","Prl8a6","Prlr"
"1118","Prl_Prlr","Prl","Prlr"
"1119","Prl2c2_Prlr","Prl2c2","Prlr"
"1120","Cntf_Il6st","Cntf","Il6st"
"1121","Eda_Eda2r","Eda","Eda2r"
"1122","Nrg2_Erbb4","Nrg2","Erbb4"
"1123","Btc_Erbb4","Btc","Erbb4"
"1124","Lgals3_Mag","Lgals3","Mag"
"1125","Afdn_Nrxn3","Afdn","Nrxn3"
"1126","Reln_Vldlr","Reln","Vldlr"
"1127","Nxph1_Nrxn1","Nxph1","Nrxn1"
"1128","Nxph1_Nrxn3","Nxph1","Nrxn3"
"1129","Sytl3_Nrxn1","Sytl3","Nrxn1"
"1130","Slit2_Plxna1","Slit2","Plxna1"
"1131","Col9a3_Mag","Col9a3","Mag"
"1132","Wnt11_Ryk","Wnt11","Ryk"
"1133","Cntn2_Cntn1","Cntn2","Cntn1"
"1134","L1cam_Cntn1","L1cam","Cntn1"
"1135","Rtn4_Ngfr","Rtn4","Ngfr"
"1136","Ngf_Ngfr","Ngf","Ngfr"
"1137","Nts_Ngfr","Nts","Ngfr"
"1138","Ntf3_Ngfr","Ntf3","Ngfr"
"1139","Bdnf_Ngfr","Bdnf","Ngfr"
"1140","Omg_Ngfr","Omg","Ngfr"
"1141","Ntf5_Ngfr","Ntf5","Ngfr"
"1142","App_Ngfr","App","Ngfr"
"1143","Il2_Ngfr","Il2","Ngfr"
"1144","Ccn1_Itgb2","Ccn1","Itgb2"
"1145","C3_Itgb2","C3","Itgb2"
"1146","Jam3_Itgb2","Jam3","Itgb2"
"1147","Fgg_Itgb2","Fgg","Itgb2"
"1148","Bsg_Itgb2","Bsg","Itgb2"
"1149","Fga_Itgb2","Fga","Itgb2"
"1150","Icam1_Itgb2","Icam1","Itgb2"
"1151","Vcam1_Itgb2","Vcam1","Itgb2"
"1152","Spon2_Itgb2","Spon2","Itgb2"
"1153","Mmp9_Itgb2","Mmp9","Itgb2"
"1154","Cd14_Itgb2","Cd14","Itgb2"
"1155","Plau_Itgb2","Plau","Itgb2"
"1156","Plg_Itgb2","Plg","Itgb2"
"1157","Icam5_Itgb2","Icam5","Itgb2"
"1158","Tln1_Itgb2","Tln1","Itgb2"
"1159","Angpt2_Itgb2","Angpt2","Itgb2"
"1160","Icam2_Itgb2","Icam2","Itgb2"
"1161","Hsp90b1_Pparg","Hsp90b1","Pparg"
"1162","Bmp7_Acvrl1","Bmp7","Acvrl1"
"1163","Tgfb1_Acvrl1","Tgfb1","Acvrl1"
"1164","Bmp10_Acvrl1","Bmp10","Acvrl1"
"1165","Gdf2_Acvrl1","Gdf2","Acvrl1"
"1166","Bmp15_Acvr1b","Bmp15","Acvr1b"
"1167","Gdf9_Acvr1b","Gdf9","Acvr1b"
"1168","Gdf3_Acvr1b","Gdf3","Acvr1b"
"1169","Nodal_Acvr1b","Nodal","Acvr1b"
"1170","Inhba_Acvr1b","Inhba","Acvr1b"
"1171","Lefty1_Acvr1b","Lefty1","Acvr1b"
"1172","Lefty2_Acvr1b","Lefty2","Acvr1b"
"1173","Tdgf1_Acvr1b","Tdgf1","Acvr1b"
"1174","Mstn_Acvr1b","Mstn","Acvr1b"
"1175","Gdf11_Acvr1b","Gdf11","Acvr1b"
"1176","Il23a_Il12rb1","Il23a","Il12rb1"
"1177","Il12a_Il12rb1","Il12a","Il12rb1"
"1178","Apob_Lsr","Apob","Lsr"
"1179","Vcam1_Itgb7","Vcam1","Itgb7"
"1180","Madcam1_Itgb7","Madcam1","Itgb7"
"1181","Fn1_Itgb7","Fn1","Itgb7"
"1182","Adam2_Itgb7","Adam2","Itgb7"
"1183","Lamc2_Itga3","Lamc2","Itga3"
"1184","Fn1_Itga3","Fn1","Itga3"
"1185","Reln_Itga3","Reln","Itga3"
"1186","Thbs1_Itga3","Thbs1","Itga3"
"1187","Lgals8_Itga3","Lgals8","Itga3"
"1188","Lgals3_Itga3","Lgals3","Itga3"
"1189","Ihh_Smo","Ihh","Smo"
"1190","Shh_Smo","Shh","Smo"
"1191","Sema5a_Plxnb3","Sema5a","Plxnb3"
"1192","Plau_Plaur","Plau","Plaur"
"1193","Vtn_Plaur","Vtn","Plaur"
"1194","Serpine2_Plaur","Serpine2","Plaur"
